id,sira,ders,sinif,unite,konu,baslik,kazanim_kodu,kazanim,aciklama,yorum,etiketler
biyoloji-11-11_1_3_1,70,BİYOLOJİ,11,İnsan Fizyolojisi,Sindirim Sistemi,,11.1.3.1,"Sindirim sisteminin yapı, görev ve işleyişini açıklar.","a. Sindirim sisteminin yapısı işlenirken görsel ögeler, grafik düzenleyiciler, e-öğrenme nesnesi ve uygulamalarından yararlanılır. b. Sindirime yardımcı yapı ve organların (karaciğer, pankreas ve tükürük bezleri) görevleri üzerinde durulur. Yapılarına girilmez.","Kazanımın odağı, öğrencinin sindirim sisteminin yapı, görev ve işleyişini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",sindirim; sistemi; sisteminin; yapı; görev; işleyişini; i̇nsan; fizyolojisi
biyoloji-11-11_1_3_2,71,BİYOLOJİ,11,İnsan Fizyolojisi,Sindirim Sistemi,,11.1.3.2,Sindirim sistemi rahatsızlıklarını açıklar.,"Reflü, gastrit, ülser, hemoroit , kabızlık, ishal örnekleri verilir.","Kazanımın odağı, öğrencinin sindirim sistemi rahatsızlıklarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",sindirim; sistemi; rahatsızlıklarını; i̇nsan; fizyolojisi
biyoloji-11-11_1_3_3,72,BİYOLOJİ,11,İnsan Fizyolojisi,Sindirim Sistemi,,11.1.3.3,Sindirim sisteminin sağlıklı yapısının korunması için yapılması gerekenlere ilişkin çıkarımlarda bulunur.,"a. Fiziksel etkinliklerin sindirim sisteminin sağlığına olumlu etkisi belirtilir. b. Tüketilen besinlerin temizliği, lif açısından zengin gıdalarla doğal beslenmenin önemi vurgulanır. c. Asitli içecekler tüketilmesinin ve fast-food beslenmenin sindirim sistemi üzerindeki etkilerinin tartışılması sağlanır. ç. Antibiyotik kullanımının bağırsak florasına etkileri ve bilinçsiz antibiyotik kullanımının zararları belirtilir.","Kazanımın odağı, öğrencinin sindirim sisteminin sağlıklı yapısının korunması için yapılması gerekenlere ilişkin çıkarımlarda bulunur. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",sindirim; sistemi; sisteminin; sağlıklı; yapısının; korunması; yapılması; gerekenlere
biyoloji-11-11_1_4_1,73,BİYOLOJİ,11,İnsan Fizyolojisi,Dolaşım Sistemleri,,11.1.4.1,"Kalp, kan ve damarların yapı, görev ve işleyişini açıklar.","a. Kan doku açıklanır. b. Dolaşım sistemi işlenirken görsel ögeler, grafik düzenleyiciler, e-öğrenme nesnesi ve uygulamalarından yararlanılır. c. Kalbin çalışmasına etki eden faktörler (adrenalin, tiroksin, kafein, tein, asetilkolin, vagus siniri) üzerinde durulur. ç. Alyuvar, akyuvar ve kan pulcukları üzerinde durulur. Akyuvar çeşitleri B ve T lenfositleri ile sınırlandırılır. d. Kan grupları üzerinde durulur. Kan nakillerinde kendi grubundan kan alıp vermenin gerekliliği vurgulanır. Kan nakillerinde genel alıcı ve genel verici kavramları kullanılmaz. e. Öğrencilerin kan ve kemik iliği bağışının önemi ile ilgili farkındalık oluşturmaya yönelik çalışma (broşür, kamu spotu, anket vb.) yapmaları sağlanır. f. Konunun işlenişi sırasında model ve analojilerden yararlanılır. g. İbn Nefs’in dolaşımla ilgili görüşleri vurgulanır.","Kazanımın odağı, öğrencinin kalp, kan ve damarların yapı, görev ve işleyişini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",dolaşım; sistemleri; kalp; damarların; yapı; görev; işleyişini; i̇nsan
biyoloji-11-11_1_4_2,74,BİYOLOJİ,11,İnsan Fizyolojisi,Dolaşım Sistemleri,,11.1.4.2,Lenf dolaşımını açıklar.,"a. Lenf dolaşımı işlenirken görsel ögeler, grafik düzenleyiciler, e-öğrenme nesnesi ve uygulamalarından yararlanılır. b. Lenf dolaşımı kan dolaşımı ile ilişkilendirilerek ele alınır. c. Ödem oluşumu üzerinde durulur. ç. Lenf dolaşımının bağışıklık ile ilişkisi açıklanır.","Kazanımın odağı, öğrencinin lenf dolaşımını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",dolaşım; sistemleri; lenf; dolaşımını; i̇nsan; fizyolojisi
biyoloji-11-11_1_4_3,75,BİYOLOJİ,11,İnsan Fizyolojisi,Dolaşım Sistemleri,,11.1.4.3,Dolaşım sistemi rahatsızlıklarını açıklar.,"Kalp krizi, damar tıkanıklığı, yüksek tansiyon, varis, kangren, anemi ve lösemi hastalıkları üzerinde durulur.","Kazanımın odağı, öğrencinin dolaşım sistemi rahatsızlıklarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",dolaşım; sistemleri; sistemi; rahatsızlıklarını; i̇nsan; fizyolojisi
biyoloji-11-11_1_4_4,76,BİYOLOJİ,11,İnsan Fizyolojisi,Dolaşım Sistemleri,,11.1.4.4,Dolaşım sisteminin sağlıklı yapısının korunması için yapılması gerekenlere ilişkin çıkarımlarda bulunur.,,"Kazanımın odağı, öğrencinin dolaşım sisteminin sağlıklı yapısının korunması için yapılması gerekenlere ilişkin çıkarımlarda bulunur. hedefidir.",dolaşım; sistemleri; sisteminin; sağlıklı; yapısının; korunması; yapılması; gerekenlere
biyoloji-11-11_1_4_5,77,BİYOLOJİ,11,İnsan Fizyolojisi,Dolaşım Sistemleri,,11.1.4.5,Bağışıklık çeşitlerini ve vücudun doğal savunma mekanizmalarını açıklar.,"a. Hastalık yapan organizmalar ve yabancı maddelere karşı deri, tükürük, mide öz suyu, mukus ve gözyaşının vücut savunmasındaki rolleri örneklendirilir. b. Enfeksiyon ve alerji gibi durumların bağışıklık ile ilişkisi örnekler üzerinden açıklanır. c. İmmünoglobulinler verilmez. ç. Aşılanmanın önemi üzerinde durulur. Bazı aşıların zaman içerisinde değiştirilmesinin nedenleri araştırılır. d. Hastalık yapan organizmaların genetik yapılarının hızlı değişimi nedeniyle insan sağlığına sürekli bir tehdit oluşturduğu vurgulanır.","Kazanımın odağı, öğrencinin bağışıklık çeşitlerini ve vücudun doğal savunma mekanizmalarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",dolaşım; sistemleri; bağışıklık; çeşitlerini; vücudun; doğal; savunma; mekanizmalarını
biyoloji-11-11_1_5_1,78,BİYOLOJİ,11,İnsan Fizyolojisi,Solunum Sistemi,,11.1.5.1,"Solunum sisteminin yapı, görev ve işleyişini açıklar.","a. Solunum sisteminin yapısı işlenirken görsel ögeler, grafik düzenleyiciler, e-öğrenme nesnesi ve uygulamalarından yararlanılır. b. Soluk alıp verme mekanizmasışema üzerinde açıklanır.","Kazanımın odağı, öğrencinin solunum sisteminin yapı, görev ve işleyişini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",solunum; sistemi; sisteminin; yapı; görev; işleyişini; i̇nsan; fizyolojisi
biyoloji-11-11_1_5_2,79,BİYOLOJİ,11,İnsan Fizyolojisi,Solunum Sistemi,,11.1.5.2,Alveollerden dokulara ve dokulardan alveollere gaz taşınmasını açıklar.,,"Kazanımın odağı, öğrencinin alveollerden dokulara ve dokulardan alveollere gaz taşınmasını açıklar. hedefidir.",solunum; sistemi; alveollerden; dokulara; dokulardan; alveollere; taşınmasını; i̇nsan
biyoloji-11-11_1_5_3,80,BİYOLOJİ,11,İnsan Fizyolojisi,Solunum Sistemi,,11.1.5.3,Solunum sistemi hastalıklarına örnekler verir.,"KOAH, astım, verem, akciğer ve gırtlak kanseri, zatürre hastalıkları belirtilir.","Kazanımın odağı, öğrencinin solunum sistemi hastalıklarına örnekler verir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",solunum; sistemi; hastalıklarına; verir; i̇nsan; fizyolojisi
biyoloji-11-11_1_5_4,81,BİYOLOJİ,11,İnsan Fizyolojisi,Solunum Sistemi,,11.1.5.4,Solunum sisteminin sağlıklı yapısının korunması için yapılması gerekenlere ilişkin çıkarımlarda bulunur.,Yaygın olarak görülen mesleki solunum sistemi hastalıklarından korunmak için iş sağlığı ve güvenliği konusunda alınabilecek önlemlerin araştırılması ve elde edilen bilgilerin paylaşılması sağlanır.,"Kazanımın odağı, öğrencinin solunum sisteminin sağlıklı yapısının korunması için yapılması gerekenlere ilişkin çıkarımlarda bulunur. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",solunum; sistemi; sisteminin; sağlıklı; yapısının; korunması; yapılması; gerekenlere
biyoloji-11-11_1_6_1,82,BİYOLOJİ,11,İnsan Fizyolojisi,Üriner Sistem,,11.1.6.1,"Üriner sistemin yapı, görev ve işleyişini açıklar.","a. Üriner sistemin yapısı işlenirken görsel ögeler, grafik düzenleyiciler, e-öğrenme nesnesi ve uygulamalarından yararlanılır. b. Böbreğin alyuvar üretimine etkisi üzerinde durulur. c. Böbrek diseksiyonu ile böbreğin yapısının incelenmesi sağlanır.","Kazanımın odağı, öğrencinin üriner sistemin yapı, görev ve işleyişini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",üriner; sistem; sistemin; yapı; görev; işleyişini; i̇nsan; fizyolojisi
biyoloji-11-11_1_6_2,83,BİYOLOJİ,11,İnsan Fizyolojisi,Üriner Sistem,,11.1.6.2,Homeostasinin sağlanmasında böbreklerin rolünü belirtir.,,"Kazanımın odağı, öğrencinin homeostasinin sağlanmasında böbreklerin rolünü belirtir. hedefidir.",üriner; sistem; homeostasinin; sağlanmasında; böbreklerin; rolünü; belirtir; i̇nsan
biyoloji-11-11_1_6_3,84,BİYOLOJİ,11,İnsan Fizyolojisi,Üriner Sistem,,11.1.6.3,Üriner Sistem rahatsızlıklarına örnekler verir.,"a. Böbrek taşı, böbrek yetmezliği, idrar yolu enfeksiyonu belirtilir. b. Diyaliz kısaca açıklanarak, diyalize bağımlı hastaların yaşadıkları problemler ve böbrek bağışının önemi vurgulanır.","Kazanımın odağı, öğrencinin üriner Sistem rahatsızlıklarına örnekler verir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",üriner; sistem; rahatsızlıklarına; verir; i̇nsan; fizyolojisi
biyoloji-11-11_1_6_4,85,BİYOLOJİ,11,İnsan Fizyolojisi,Üriner Sistem,,11.1.6.4,Üriner sistemin sağlıklı yapısının korunması için yapılması gerekenlere ilişkin çıkarımlarda bulunur.,,"Kazanımın odağı, öğrencinin üriner sistemin sağlıklı yapısının korunması için yapılması gerekenlere ilişkin çıkarımlarda bulunur. hedefidir.",üriner; sistem; sistemin; sağlıklı; yapısının; korunması; yapılması; gerekenlere
biyoloji-11-11_1_7_1,86,BİYOLOJİ,11,İnsan Fizyolojisi,Üreme Sistemi ve Embriyonik Gelişim,,11.1.7.1,"Üreme sisteminin yapı, görev ve işleyişini açıklar.","a. Dişi ve erkek üreme sisteminin yapısı işlenirken görsel ögeler, grafik düzenleyiciler, e-öğrenme nesnesi ve uygulamalarından yararlanılır. b. Menstrual döngüyü düzenleyen hormonlarla ilgili grafiklere yer verilir. c. In vitro fertilizasyon yöntemleri kısaca açıklanır.","Kazanımın odağı, öğrencinin üreme sisteminin yapı, görev ve işleyişini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",üreme; sistemi; embriyonik; gelişim; sisteminin; yapı; görev; işleyişini
biyoloji-11-11_1_7_2,87,BİYOLOJİ,11,İnsan Fizyolojisi,Üreme Sistemi ve Embriyonik Gelişim,,11.1.7.2,Üreme sisteminin sağlıklı yapısının korunması için yapılması gerekenlere ilişkin çıkarımlarda bulunur.,,"Kazanımın odağı, öğrencinin üreme sisteminin sağlıklı yapısının korunması için yapılması gerekenlere ilişkin çıkarımlarda bulunur. hedefidir.",üreme; sistemi; embriyonik; gelişim; sisteminin; sağlıklı; yapısının; korunması
biyoloji-11-11_1_7_3,88,BİYOLOJİ,11,İnsan Fizyolojisi,Üreme Sistemi ve Embriyonik Gelişim,,11.1.7.3,İnsanda embriyonik gelişim sürecini açıklar.,"a. Embriyonik tabakalardan meydana gelen organlar verilmez. b. Hamilelikte bebeğin gelişimini olumsuz etkileyen faktörler (antibiyotik dahil erken hamilelik döneminde ilaç kullanımı, yoğun stres, folik asit yetersizliği, X ışınımına maruz kalma) belirtilir. c. Hamileliğin izlenmesinin bebeğin ve annenin sağlığı açısından önemi vurgulanır.","Kazanımın odağı, öğrencinin i̇nsanda embriyonik gelişim sürecini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",üreme; sistemi; embriyonik; gelişim; i̇nsanda; sürecini; i̇nsan; fizyolojisi
biyoloji-11-11_2_1_1,89,BİYOLOJİ,11,Komünite ve Popülasyon Ekolojisi,Komünite Ekolojisi,,11.2.1.1,Komünitenin yapısına etki eden faktörleri açıklar.,"Komünitelerin içerdiği biyolojik çeşitliliğin karasal ekosistemlerde enlem, sucul ekosistemlerde ise suyun derinliği ve suyun kirliliği ile ilişkili olduğu vurgulanır.","Kazanımın odağı, öğrencinin komünitenin yapısına etki eden faktörleri açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",komünite; ekolojisi; komünitenin; yapısına; etki; eden; faktörleri; popülasyon
biyoloji-11-11_2_1_2,90,BİYOLOJİ,11,Komünite ve Popülasyon Ekolojisi,Komünite Ekolojisi,,11.2.1.2,Komünitede tür içi ve türler arasındaki rekabeti örneklerle açıklar.,Komünitelerde av-avcı ilişkisi vurgulanır.,"Kazanımın odağı, öğrencinin komünitede tür içi ve türler arasındaki rekabeti örneklerle açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",komünite; ekolojisi; komünitede; türler; arasındaki; rekabeti; örneklerle; popülasyon
biyoloji-11-11_2_1_3,91,BİYOLOJİ,11,Komünite ve Popülasyon Ekolojisi,Komünite Ekolojisi,,11.2.1.3,Komünitede türler arasında simbiyotik ilişkileri örneklerle açıklar.,"Parazitlik ve mutualizm insan sağlığı ile ilişkilendirilir (bit, pire, kene, tenya, bağırsak florası).","Kazanımın odağı, öğrencinin komünitede türler arasında simbiyotik ilişkileri örneklerle açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",komünite; ekolojisi; komünitede; türler; arasında; simbiyotik; ilişkileri; örneklerle
biyoloji-11-11_2_1_4,92,BİYOLOJİ,11,Komünite ve Popülasyon Ekolojisi,Komünite Ekolojisi,,11.2.1.4,Komünitelerdeki süksesyonu örneklerle açıklar.,Süksesyonun evrelerine girilmez.,"Kazanımın odağı, öğrencinin komünitelerdeki süksesyonu örneklerle açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",komünite; ekolojisi; komünitelerdeki; süksesyonu; örneklerle; popülasyon
biyoloji-11-11_2_2_1,93,BİYOLOJİ,11,Komünite ve Popülasyon Ekolojisi,Popülasyon Ekolojisi,,11.2.2.1,Popülasyon dinamiğine etki eden faktörleri analiz eder.,a. İnsan yaş piramitleri üzerinde durulur. b. Popülasyon büyümesine ilişkin farklı büyüme eğrileri (S ve J) çizilir. c. Dünyada ve ülkemizde nüfus değişiminin grafikler üzerinden analiz edilmesi ve olası sonuçlarının tartışılması sağlanır.,"Kazanımın odağı, öğrencinin popülasyon dinamiğine etki eden faktörleri analiz eder. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",popülasyon; ekolojisi; dinamiğine; etki; eden; faktörleri; komünite
biyoloji-12-12_1_1_1,94,BİYOLOJİ,12,Genden Proteine,Nükleik Asitlerin Keşfi ve Önemi,,12.1.1.1,Nükleik asitlerin keşif sürecini özetler.,"Rosalind Franklin, James Watson, Francis Crick çalışmaları kısaca açıklanır ancak bu isimlerin ezberlenmesi ve kronolojik sırasının bilinmesi beklenmez.","Kazanımın odağı, öğrencinin nükleik asitlerin keşif sürecini özetler. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",nükleik; asitlerin; keşfi; önemi; keşif; sürecini; özetler; genden
biyoloji-12-12_1_1_2,95,BİYOLOJİ,12,Genden Proteine,Nükleik Asitlerin Keşfi ve Önemi,,12.1.1.2,Nükleik asitlerin çeşitlerini ve görevlerini açıklar.,,"Kazanımın odağı, öğrencinin nükleik asitlerin çeşitlerini ve görevlerini açıklar. hedefidir.",nükleik; asitlerin; keşfi; önemi; çeşitlerini; görevlerini; genden; proteine
biyoloji-12-12_1_1_3,96,BİYOLOJİ,12,Genden Proteine,Nükleik Asitlerin Keşfi ve Önemi,,12.1.1.3,Hücredeki genetik materyalin organizasyonunda parça bütün ilişkisi kurar.,a. Nükleotitten DNA ve kromozoma genetik materyal organizasyonunun modellenmesi sağlanır. b. Gen ve DNA ilişkisi üzerinde durulur.,"Kazanımın odağı, öğrencinin hücredeki genetik materyalin organizasyonunda parça bütün ilişkisi kurar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",nükleik; asitlerin; keşfi; önemi; hücredeki; genetik; materyalin; organizasyonunda
biyoloji-12-12_1_1_4,97,BİYOLOJİ,12,Genden Proteine,Nükleik Asitlerin Keşfi ve Önemi,,12.1.1.4,DNA' nın kendini eşlemesini açıklar.,"a. Helikaz, DNA polimeraz ve DNA ligaz dışındaki enzimler verilmez. b. Aziz Sancar’ın biyoloji bilimine katkısı, vatanseverliği ve bir bilim insanının genel özellikleri bağlamında şahsına vurgu yapılan bir okuma parçası verilir.","Kazanımın odağı, öğrencinin dNA' nın kendini eşlemesini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",nükleik; asitlerin; keşfi; önemi; kendini; eşlemesini; genden; proteine
biyoloji-12-12_1_2_1,98,BİYOLOJİ,12,Genden Proteine,Genetik Şifre ve Protein Sentezi,,12.1.2.1,Protein sentezinin mekanizmasını açıklar.,"a. Genetik şifre ve protein sentezi arasındaki ilişki üzerinde durulur. b. Protein sentezi açıklanırken görsel ögeler, grafik düzenleyiciler, e-öğrenme nesnesi ve uygulamalarından yararlanılır.","Kazanımın odağı, öğrencinin protein sentezinin mekanizmasını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",genetik; şifre; protein; sentezi; sentezinin; mekanizmasını; genden; proteine
biyoloji-12-12_1_2_2,99,BİYOLOJİ,12,Genden Proteine,Genetik Şifre ve Protein Sentezi,,12.1.2.2,Genetik mühendisliği ve biyoteknoloji kavramlarını açıklar.,Genetik mühendisliği ve biyoteknoloji arasındaki farkların tartışılması sağlanır.,"Kazanımın odağı, öğrencinin genetik mühendisliği ve biyoteknoloji kavramlarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",genetik; şifre; protein; sentezi; mühendisliği; biyoteknoloji; kavramlarını; genden
biyoloji-12-12_1_2_3,100,BİYOLOJİ,12,Genden Proteine,Genetik Şifre ve Protein Sentezi,,12.1.2.3,Genetik mühendisliği ve biyoteknoloji uygulamalarını açıklar.,"a. Gen teknolojileri, DNA parmak izi analizi, kök hücre teknolojilerinin ve bunların kullanım alanlarının araştırılması ve sonuçlarının paylaşılması sağlanır. b. Model organizmaların özellikleri tartışılır. c. Model organizmaların genetik ve biyoteknolojik araştırmalarda kullanılmasına ilişkin örnekler verilir.","Kazanımın odağı, öğrencinin genetik mühendisliği ve biyoteknoloji uygulamalarını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",genetik; şifre; protein; sentezi; mühendisliği; biyoteknoloji; uygulamalarını; genden
biyoloji-12-12_1_2_4,101,BİYOLOJİ,12,Genden Proteine,Genetik Şifre ve Protein Sentezi,,12.1.2.4,Genetik mühendisliği ve biyoteknoloji uygulamalarının insan hayatına etkisini değerlendirir.,"a. Aşı, antibiyotik, insülin, interferon üretimi, kanser tedavisi ve gen terapisi uygulamaları kısaca açıklanır. b. Klonlama çalışmalarının ve organizmaların genetiğinin değiştirilmesinin olası sonuçları belirtilir. Ian Wilmut’un klonlama ile ilgili çalışmasına değinilir. c. Biyogüvenlik ve biyoetik konularının tartışılması sağlanır. ç. Sosyo-ekonomik ve kültürel bağlamın, biyolojinin gelişimini etkilediği vurgulanır.","Kazanımın odağı, öğrencinin genetik mühendisliği ve biyoteknoloji uygulamalarının insan hayatına etkisini değerlendirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",genetik; şifre; protein; sentezi; mühendisliği; biyoteknoloji; uygulamalarının; insan
biyoloji-12-12_2_1_1,102,BİYOLOJİ,12,Canlılarda Enerji Dönüşümleri,Canlılık ve Enerji,,12.2.1.1,Canlılığın devamı için enerjinin gerekliliğini açıklar.,a. ATP molekülünün yapısı açıklanır. b. Fosforilasyon çeşitleri kısaca belirtilir.,"Kazanımın odağı, öğrencinin canlılığın devamı için enerjinin gerekliliğini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",canlılık; enerji; canlılığın; devamı; enerjinin; gerekliliğini; canlılarda; dönüşümleri
biyoloji-12-12_2_2_1,103,BİYOLOJİ,12,Canlılarda Enerji Dönüşümleri,Fotosentez,,12.2.2.1,Fotosentezin canlılar açısından önemini sorgular.,Fotosentez sürecinin anlaşılmasına katkı sağlayan bilim insanlarına örnekler verilerek kısaca çalışmalarına değinilir.,"Kazanımın odağı, öğrencinin fotosentezin canlılar açısından önemini sorgular. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",fotosentez; fotosentezin; canlılar; açısından; önemini; sorgular; canlılarda; enerji
biyoloji-12-12_2_2_2,104,BİYOLOJİ,12,Canlılarda Enerji Dönüşümleri,Fotosentez,,12.2.2.2,Fotosentez sürecini şema üzerinde açıklar.,"a. Klorofil a ve klorofil b’nin yapısı verilmez. b. Suyun fotolizi belirtilir. c. Işığa bağımlı ve ışıktan bağımsız reaksiyonlar, ürün açısından karşılaştırılır. Reaksiyonların basamaklarına girilmez ve matematiksel hesaplamalara yer verilmez. ç. CAM ve C4 bitkileri verilmez. d. Fotosentez süreci görsel ögeler, grafik düzenleyiciler, e-öğrenme nesnesi ve uygulamalarından faydalanarak açıklanır.","Kazanımın odağı, öğrencinin fotosentez sürecini şema üzerinde açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",fotosentez; sürecini; şema; üzerinde; canlılarda; enerji; dönüşümleri
biyoloji-12-12_2_2_3,105,BİYOLOJİ,12,Canlılarda Enerji Dönüşümleri,Fotosentez,,12.2.2.3,Fotosentez hızını etkileyen faktörleri değerlendirir.,"a. Fotosentez hızını etkileyen faktörlerden ışık şiddeti, ışığın dalga boyu, sıcaklık, klorofil miktarı ve karbondioksit yoğunluğu verilir. b. Fotosentez hızını etkileyen faktörlerle ilgili kontrollü deney yaparken bilimsel yöntem basamakları kullanılır. c. Tarımsal ürün miktarını artırmada yapay ışıklandırma uygulamalarının araştırılması ve paylaşılması sağlanır.","Kazanımın odağı, öğrencinin fotosentez hızını etkileyen faktörleri değerlendirir. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",fotosentez; hızını; etkileyen; faktörleri; canlılarda; enerji; dönüşümleri
biyoloji-12-12_2_3_1,106,BİYOLOJİ,12,Canlılarda Enerji Dönüşümleri,Kemosentez,,12.2.3.1,Kemosentez olayını açıklar.,a. Kemosentez yapan canlılara örnekler verilir. b. Kemosentezin madde döngüsüne katkıları ve endüstriyel alanlarda kullanımı özetlenir.,"Kazanımın odağı, öğrencinin kemosentez olayını açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",kemosentez; olayını; canlılarda; enerji; dönüşümleri
biyoloji-12-12_2_4_1,107,BİYOLOJİ,12,Canlılarda Enerji Dönüşümleri,Hücresel Solunum,,12.2.4.1,Hücresel solunumu açıklar.,"a. Oksijenli solunum; glikoliz, krebs döngüsü ve ETS-oksidatif fosforilasyon olarak verilir. b. Tepkimelerdeki NADH, FADH2 , ATP üretim ve tüketimi matematiksel hesaplamalara girilmeden verilir. c. Tüm canlılarda glikozun çeşitli tepkimeler zinciri ile pirüvik asite parçalandığı vurgulanır. Pirüvik asite kadar olan ara basamaklara ve ara ürünlere değinilmez. ç. Etil alkol-laktik asit fermantasyonu açıklanarak günlük hayattan örnekler verilir. d. Oksijensiz solunumda, elektronun oksijen dışında bir moleküle (sülfat, kükürt, nitrat, karbondioksit, demir) aktarıldığı belirtilir. e. Oksijenli solunumda fermantasyona göre enerji verimliliğinin daha fazla olmasının nedenleri üzerinde durulur. f. Hücresel solunum süreçleri görsel ögeler, grafik düzenleyiciler, e-öğrenme nesnesi ve uygulamalarından faydalanarak açıklanır.","Kazanımın odağı, öğrencinin hücresel solunumu açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",hücresel; solunum; solunumu; canlılarda; enerji; dönüşümleri
biyoloji-12-12_2_4_2,108,BİYOLOJİ,12,Canlılarda Enerji Dönüşümleri,Hücresel Solunum,,12.2.4.2,Oksijenli solunumda reaksiyona girenler ve reaksiyon sonunda açığa çıkan son ürünlere ilişkin deney yapar.,,"Kazanımın odağı, öğrencinin oksijenli solunumda reaksiyona girenler ve reaksiyon sonunda açığa çıkan son ürünlere ilişkin deney yapar. hedefidir.",hücresel; solunum; oksijenli; solunumda; reaksiyona; girenler; reaksiyon; sonunda
biyoloji-12-12_2_4_3,109,BİYOLOJİ,12,Canlılarda Enerji Dönüşümleri,Hücresel Solunum,,12.2.4.3,Fotosentez ve solunum ilişkisi ile ilgili çıkarımlarda bulunur.,a. Fotosentez ve solunumun doğadaki madde ve enerji dengesinin sağlanmasındaki önemi vurgulanır. b. Fotosentez ve solunum olaylarının bir arada gözlemlenebileceği deney deney tasarlanması ve yapılması sağlanır. c. Fotosentez ve oksijenli solunumda enerji üretim mekanizması ile ilgili olarak kemiosmotik görüş şema üzerinde verilerek kısaca tanıtılır.,"Kazanımın odağı, öğrencinin fotosentez ve solunum ilişkisi ile ilgili çıkarımlarda bulunur. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",hücresel; solunum; fotosentez; ilişkisi; çıkarımlarda; bulunur; canlılarda; enerji
biyoloji-12-12_3_1_1,110,BİYOLOJİ,12,Bitki Biyolojisi,Bitkilerin Yapısı,,12.3.1.1,Çiçekli bir bitkinin temel kısımlarının yapı ve görevlerini açıklar.,"a. Kök, gövde, yaprak kesitlerinde başlıca dokuların incelenmesi sağlanır ve bunların görevleri açıklanır. b. Uç ve yanal meristemlerin büyümedeki rolü vurgulanarak yaş halkaları ile bağlantı kurulur. c. Prokambiyum, protoderm ve temel meristem konularına girilmez. ç. Kök, gövde ve yapraklarından yararlanılan bitkilere günlük hayattan örnekler verilir. d. Bitki çeşitleriyle ilgili çektikleri/edindikleri fotoğrafları eğitsel sosyal bir ağ üzerinden paylaşmaları sağlanır.","Kazanımın odağı, öğrencinin çiçekli bir bitkinin temel kısımlarının yapı ve görevlerini açıklar. hedefidir. Açıklamada belirtilen kapsam ve sınırlar soru ve etkinliklerde esas alınır.",bitkilerin; yapısı; çiçekli; bitkinin; temel; kısımlarının; yapı; görevlerini
